lat,lon
2.700866761139263,101.63459953245558
2.700866479851978,101.63476317274389
2.7008657384957195,101.6349229983803
2.700866352039281,101.6350863682862
2.70086725967768,101.6352469728499
2.700867283592,101.63540900438905
2.7008684596356267,101.63557042186535
2.70086773052986,101.63573273463116
2.7008675402259263,101.63589412766669
2.700868337973419,101.63605775313462
2.700868931369304,101.63621957727642
2.700868635073326,101.63637986219616
2.700868781363319,101.63654314093205
2.7008694978192214,101.63670374298441
2.700870810681885,101.63686623159957
2.7008708743375207,101.63702966274374
2.700870956571373,101.63719066179452
2.700871268558336,101.63735099230611
2.700872278454069,101.63751333326834
2.700872300379252,101.63767585553111
2.700871547632105,101.63783755057463
2.700872888996313,101.63799920461075
2.700872688167689,101.63816136057325
2.7008719874802076,101.63832265627181
2.7008714420704503,101.63848585095367
2.7008715761350786,101.63864595843509
2.7008720308397827,101.6388100333862
2.7008717344519755,101.63897095063152
2.700871661644567,101.63913148277024
2.700872228460332,101.63929462052046
2.7008733446994566,101.64042662895692
2.7008740453852504,101.64058973548995
2.700874445614435,101.64075179624082
2.7008738172693048,101.64091458003223
2.700874720318416,101.64107428547617
2.70087398987862,101.64123692407692
2.7008753338717284,101.6413987261862
2.7010083593416403,101.63451999117802
2.7010075945690186,101.63468164749757
2.701008018827933,101.63484247371106
2.7010077006098494,101.63500560226593
2.701007187769166,101.63516693087071
2.7010061761356967,101.63532938648655
2.7010065981845606,101.63549055991882
2.7010064235309854,101.63565188684849
2.7010063981196475,101.63581458891322
2.7010075004527416,101.63597617902906
2.701007123434097,101.63613769827889
2.701006501950633,101.63629931348065
2.7010058441887446,101.6364623828025
2.7010059146871175,101.63662490718676
2.701005592305173,101.63678484008716
2.7010060905678586,101.63694722919602
2.701004827893313,101.63710958757736
2.7010042907022167,101.63727208803493
2.7010032341463353,101.63743419809138
2.701003063348416,101.63759445509262
2.701003138828534,101.63775724146798
2.7010044613567143,101.63791879452222
2.7010038726085956,101.6380802454252
2.7010041184668188,101.63824210031262
2.7010050218969615,101.63840345289945
2.7010049492709998,101.63856494480844
2.701003753908518,101.63872767495604
2.7010049274176127,101.63888872970571
2.7010060623903716,101.63905073501594
2.701007348658904,101.63921288701002
2.701007250749621,101.64034686026922
2.7010068565957006,101.64050937710041
2.701007485968015,101.64067038246155
2.70100810794592,101.64083297654403
2.701008468795505,101.64099321599144
2.7010086014997694,101.64115500123451
2.7010082557788033,101.64131877050353
2.7010082107268985,101.64148133925102
2.7011491175815756,101.63443947876306
2.701149611308367,101.63460010249543
2.7011487609275013,101.63476214342927
2.701148350072125,101.63492529411866
2.701147661110626,101.63508466275267
2.7011476746757683,101.63524828334387
2.7011478835401475,101.6354106258423
2.7011485021978503,101.63557169586294
2.7011478799608724,101.63573211577054
2.701147836314017,101.63589499806409
2.701147281579678,101.63605781066327
2.7011470574741465,101.6362181945313
2.701148223341752,101.63638210284884
2.7011488815885674,101.63654340044351
2.701147771170962,101.6367037106484
2.7011466512554807,101.63686561358469
2.7011474707616685,101.63702802178267
2.7011483525563715,101.6371915970412
2.701147731946212,101.63735212276772
2.7011468188768046,101.63751277277058
2.7011473506305257,101.63767639424141
2.7011470412682934,101.63783660803652
2.7011467158911326,101.63799843291835
2.701145702757253,101.63816274199549
2.70114450605109,101.63832430071265
2.7011439464911504,101.63848662745106
2.7011430798139764,101.63864604065223
2.7011443135147477,101.6388094037298
2.70114406552842,101.63897014734358
2.7011431408222997,101.63913270682202
2.701142623137844,101.63929362879911
2.701142972699885,101.64042651362087
2.7011426595833794,101.64058894827896
2.701142452493475,101.64075225650845
2.701141173026562,101.6409136353988
2.7011407074816796,101.64107526428207
2.7011401682516825,101.64123680666582
2.701139093971642,101.64139902262868
2.7012871892856753,101.63451864170153
2.7012875085932198,101.63468022714487
2.7012869960853085,101.63484330132918
2.7012867908354177,101.6350061400442
2.7012868309604583,101.63516716096552
2.701285854012646,101.63532880946235
2.701286517549855,101.63549093630068
2.7012854577347563,101.6356524353652
2.701286075620704,101.63581441795542
2.701286014132972,101.6359751968709
2.701284944710182,101.6361369166219
2.7012853964315777,101.63630011762383
2.701285118658779,101.63646115753166
2.7012851289851243,101.636624470281
2.7012853325494968,101.63678449256028
2.7012864083355272,101.63694766345027
2.7012875485796086,101.63710898322222
2.7012879986583207,101.6372716915956
2.701289276489602,101.63743183004566
2.701289561933923,101.63759450911245
2.7012904327036273,101.63775804857568
2.7012903995324304,101.63791882859054
2.7012892950648313,101.63807960987448
2.7012882505750038,101.63824125755582
2.7012885601408088,101.63840547228446
2.7012892753680187,101.6385675661799
2.7012898317037135,101.6387293374448
2.701289641326176,101.63888984235314
2.7012906432940884,101.63905219795001
2.7012919886672364,101.63921255342696
2.701292241889234,101.6403481359599
2.701292653395943,101.64050902509814
2.7012928119238597,101.64067022662526
2.7012936004497714,101.64083126327803
2.7012935364395467,101.64099341422133
2.701293257171074,101.64115666779793
2.7012940071162013,101.64131816044977
2.7012936206731912,101.64147918093866
2.7014287480676558,101.63443884625386
2.701427668809519,101.63460008484542
2.7014285795448423,101.63476286738576
2.701429313705212,101.63492352177246
2.70142822128317,101.6350868456548
2.701428458468861,101.63524691902693
2.701429001573532,101.63541093073434
2.7014299438113443,101.63557191818593
2.7014301885698218,101.63573339435656
2.701430174978265,101.63589504078848
2.701429053627005,101.63605671946793
2.7014300340682116,101.63621782487878
2.7014310568192497,101.63638091032024
2.7014299920965827,101.63654341294722
2.7014310529064938,101.63670433317655
2.701430741035746,101.63686623980256
2.701430056642327,101.63702847259707
2.7014298352060835,101.63719068718017
2.7014294091729694,101.63735217790786
2.7014304427996056,101.63751534490635
2.701430077349109,101.63767525112632
2.7014290107700503,101.63783658994161
2.701429948127012,101.63800085605553
2.7014300950436017,101.63816026008091
2.7014291256820844,101.63832221322654
2.7014289494827777,101.63848479664175
2.7014287468308282,101.6386473214382
2.701428148938353,101.63880988264931
2.701427642598521,101.63897228703135
2.7014269406229015,101.6391339603501
2.701427878475036,101.63929436527025
2.7014267689137528,101.64026505194524
2.7014275160836214,101.64042726935197
2.701428626822992,101.6405896963185
2.7014298092215263,101.64075149043681
2.701430694874894,101.64091457300707
2.7014316531551077,101.641075666215
2.70143285360471,101.64123709033679
2.7014329990356085,101.64139837180646
2.7015677889014955,101.63451832179844
2.701568218094033,101.63468038561948
2.7015682825018947,101.63484208497911
2.701567163514795,101.63500499058293
2.701566113292312,101.63516696084599
2.701565666634686,101.63533003568477
2.7015656051091224,101.63549157755301
2.7015647290394407,101.63565308618507
2.70156595143419,101.63581443884952
2.701567016711448,101.63597518269404
2.7015669308491836,101.63613818899142
2.70156762109055,101.63630021950159
2.7015687502359333,101.63646268650014
2.7015692021722653,101.63662467745115
2.701568771678741,101.63678652546444
2.7015681045959536,101.63694720333433
2.701568705478903,101.63710885303328
2.7015693487450423,101.63727125038294
2.701569094250106,101.6374339265143
2.701570424953947,101.63759605819432
2.70157128372531,101.63775788314486
2.701571214479925,101.63791936612414
2.701572403768232,101.63808155488948
2.7015734639692925,101.63824288943148
2.701573319424725,101.63840561254787
2.701573004194374,101.63856725214609
2.7015726566554066,101.63872691206724
2.701573569807289,101.63888955973829
2.7015723215001257,101.63905204024897
2.7015711216496494,101.63921331838938
2.7015710713039485,101.6403471865992
2.7015701936365977,101.64050899126643
2.7015695119985326,101.64067172835067
2.7015685474317706,101.64083121418238
2.7015673311224577,101.64099372917043
2.7015678594251975,101.64115733439613
2.701566606147834,101.64131782998746
2.70156691539936,101.64147943586305
2.701708603415742,101.63443859073351
2.7017072936379347,101.63459960878765
2.7017082376669332,101.63476083530239
2.7017077432271748,101.63492448611768
2.701707403159738,101.63508608527835
2.701706370654588,101.63524779531392
2.701706772590788,101.63541021295758
2.7017075021613257,101.63557126281998
2.701707476452212,101.63573219324815
2.701706397853443,101.63589455828546
2.701707026071409,101.6360569008801
2.701706125715076,101.63621909236416
2.701705092291429,101.63637961592734
2.7017054429745806,101.636541913537
2.7017064800562784,101.63670417851013
2.7017071416031215,101.63686761887949
2.701707286094828,101.63702858207563
2.701706717144633,101.63718899614364
2.701707932992995,101.63735222279222
2.7017071940236455,101.63751318739881
2.7017062992512018,101.63767716439398
2.7017074778740775,101.63783727932487
2.7017069192768837,101.63799970015172
2.7017076806561935,101.6381620775481
2.701707056971873,101.6383241301976
2.7017072793874206,101.63848478930821
2.7017071506880463,101.63864733894329
2.7017061691544257,101.63880814998254
2.701706626538682,101.63896993546982
2.7017054582575377,101.63913279144992
2.7017061575431094,101.63929401844581
2.7017062575868573,101.64042872798987
2.7017072268500093,101.64058879728007
2.7017077543951995,101.64075223107305
2.701707891995587,101.6409148080916
2.701708589565911,101.64107656217764
2.7017089004129935,101.64123789465475
2.7017077180082425,101.64139954711196
2.701848444789077,101.63354710688796
2.7018473777205108,101.6337104586929
2.7018476930617106,101.63387115715607
2.701848984610112,101.63403294436482
2.7018500688456784,101.63419504678498
2.7018502365849724,101.63435666694802
2.7018492021996297,101.63451924302815
2.7018489849764764,101.63468039084682
2.70184999406076,101.63484337793992
2.701851238892936,101.63500389311338
2.701851379894012,101.63516608813015
2.7018512195235886,101.63532759871502
2.7018509019600314,101.63548983033725
2.7018512747305823,101.63565297676257
2.701850333231491,101.63581454461419
2.701850501832919,101.63597659132459
2.70185092323008,101.63613897771387
2.7018506860422775,101.63629917274318
2.7018493907074257,101.63646104427883
2.7018499636523985,101.6366228355167
2.7018492472831777,101.63678578254728
2.70184846994517,101.63694855419088
2.7018475686403227,101.63710996550087
2.7018469229241453,101.63727117944414
2.7018480341042626,101.63743272785325
2.70184935526185,101.63759523005521
2.701849084134688,101.63775640583256
2.7018489264648275,101.63791751735842
2.7018500919353894,101.63808135675865
2.701849338714154,101.63824147265467
2.7018486037821825,101.63840323249666
2.7018473108021195,101.63856611134396
2.7018464607265194,101.63872685000064
2.7018470055267407,101.63889080425267
2.7018478719471575,101.63905241667915
2.7018483252864596,101.63921455649123
2.701847808334483,101.6403471508269
2.7018479326056397,101.64050973211752
2.701848784485544,101.64066973029293
2.7018478469867353,101.6408332397235
2.7018478702279194,101.6409955902351
2.7018491447613022,101.64115571875735
2.701850210948516,101.64131799409374
2.7019887206588753,101.63346779908643
2.7019880260872293,101.63362797503257
2.701989110398296,101.63379192585867
2.701987816555723,101.63395295536478
2.701987562210714,101.63411455972755
2.701987729087027,101.63427655713781
2.701987528438561,101.63443894061596
2.7019876237292655,101.6346003613616
2.701986742190477,101.63476189561818
2.701987837088842,101.63492278127013
2.7019869358242072,101.63508462553865
2.7019863453451842,101.63524913490382
2.7019870035697364,101.63540853177521
2.7019880191442556,101.63557086956091
2.7019881448388374,101.63573412874922
2.7019885555335894,101.63589558830844
2.701987265034088,101.63605672617678
2.701986740287297,101.63621999278668
2.7019864439165073,101.63638080935205
2.7019867757467346,101.63654177189454
2.7019865505558958,101.6367058004224
2.701986398508189,101.63686636577478
2.7019855583120433,101.63702846755048
2.701984540887463,101.63719014713473
2.7019846332213695,101.63735315949974
2.70198511488217,101.63751385492826
2.7019856392605885,101.6376757993737
2.701984932456293,101.6378383248173
2.7019845845971724,101.63799945339616
2.7019856113813034,101.63816032674492
2.701985058462469,101.63832348795448
2.7019859255651495,101.63848456080913
2.7019870013305387,101.63864842027364
2.7019868150019026,101.63880824094294
2.7019861081941494,101.63897028079023
2.701987074990394,101.63913363531319
2.7019871330971563,101.6392957164359
2.701986962577583,101.64026587810227
2.7019880494082686,101.64042861380516
2.701988334174643,101.64058947911757
2.7019894759022924,101.6407508317925
2.701989053077305,101.64091410154253
2.7019878233486896,101.6410748401516
2.7019879188762266,101.64123599398233
2.701989035889235,101.64139877194108
2.7021277203788476,101.63354913753885
2.7021266770365773,101.63371026506596
2.7021255487627083,101.6338712396967
2.702125224756333,101.6340331985677
2.7021257693634353,101.63419589974879
2.7021254725154655,101.63435802578867
2.7021263248940985,101.63452038627098
2.7021253024885907,101.63468088904743
2.7021265969459964,101.63484294040344
2.7021266380610536,101.63500564162837
2.7021266273719555,101.63516807789361
2.7021278685471395,101.63532953087572
2.702127577908093,101.63548949632188
2.702128501518647,101.63565302935147
2.702128640325373,101.63581410049993
2.702128166785695,101.6359756374186
2.7021291498185755,101.63613784924341
2.702128286547854,101.63629991909777
2.702127471189104,101.63646183043406
2.70212771083128,101.63662496211941
2.702127454188074,101.63678435583441
2.702127788751785,101.6369476210209
2.702128820782615,101.63711046065232
2.702129052882767,101.63727228595431
2.702128387831904,101.63743191567704
